candidate_id,job_role_applied,gender,nationality,education_level,university_tier,relevant_experience_years,skill_match_score,interview_score,Hiring Probability,Decision
471,Data Analyst,Female,American,Master,Tier 2,5.1,0.761,86.0,0.6050068949930131,SHORTLIST
482,Data Analyst,Female,Indian,High School,Tier 3,8.06,1.0,70.0,0.13243945433562307,REJECT
488,Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),5.91,0.495,98.0,0.11898275909983903,REJECT
492,Data Analyst,Female,European,Master,Tier 3,10.63,1.0,98.0,0.43954276016257926,REJECT
495,Data Analyst,Male,European,Bachelor,Tier 3,10.61,1.0,78.9,0.34771256891569235,REJECT
501,Data Analyst,Male,European,PhD,Tier 2,7.71,0.968,76.0,0.3328843285111464,REJECT
505,Data Analyst,Male,Indian,Bachelor,Tier 3,11.97,0.922,88.5,0.49704744566239917,REJECT
508,Data Analyst,Female,American,Bachelor,Tier 1 (Top),15.79,1.0,70.6,0.3290463197713555,REJECT
517,Data Analyst,Female,American,Bachelor,Tier 3,10.91,0.923,98.0,0.5708125093658435,SHORTLIST
523,Data Analyst,Male,European,Bachelor,Tier 3,9.24,0.64,94.4,0.16387123680138824,REJECT
524,Data Analyst,Male,Indian,Bachelor,Tier 3,18.92,1.0,98.0,0.7932647066606286,SHORTLIST
528,Data Analyst,Male,European,Master,Tier 1 (Top),9.62,0.635,85.1,0.6349435693412182,SHORTLIST
557,Data Analyst,Male,Other,Bachelor,Tier 2,7.89,0.407,81.1,0.05884150441623309,REJECT
562,Data Analyst,Female,Indian,Bachelor,Tier 3,10.63,1.0,87.4,0.3065350012927132,REJECT
563,Data Analyst,Female,Indian,Master,Tier 2,10.96,0.986,82.6,0.4227517040599799,REJECT
574,Data Analyst,Female,Asian (other),PhD,Tier 1 (Top),7.49,1.0,81.0,0.335830653539332,REJECT
588,Data Analyst,Female,American,Bachelor,Tier 2,18.25,0.696,84.5,0.5462539611586696,SHORTLIST
591,Data Analyst,Male,Indian,Master,Tier 3,11.37,0.951,72.3,0.3890506792554323,REJECT
600,Data Analyst,Male,African,Bachelor,Tier 2,6.19,0.809,81.7,0.6040944695137355,SHORTLIST
604,Data Analyst,Female,Asian (other),PhD,Tier 2,9.19,1.0,70.6,0.6338692125955767,SHORTLIST
621,Data Analyst,Male,Indian,High School,Tier 3,10.88,0.527,62.1,0.05527266986268322,REJECT
648,Data Analyst,Male,Asian (other),Bachelor,Unknown,11.72,0.89,98.0,0.32565199715863075,REJECT
668,Data Analyst,Female,American,Bachelor,Tier 2,6.22,0.673,85.1,0.20085348684185572,REJECT
671,Data Analyst,Male,Asian (other),Master,Tier 1 (Top),5.39,0.668,81.9,0.2843813171045133,REJECT
679,Data Analyst,Male,Indian,Master,Tier 3,9.95,0.445,79.8,0.10786828526916131,REJECT
687,Data Analyst,Female,American,Master,Tier 2,19.55,1.0,83.3,0.5596444370428041,SHORTLIST
697,Data Analyst,Non-binary/Other,Indian,Bachelor,Tier 3,13.2,0.996,75.2,0.762635396384902,SHORTLIST
698,Data Analyst,Male,Indian,High School,Tier 3,6.14,0.714,85.4,0.09201542290028232,REJECT
709,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),7.35,0.539,64.7,0.08439827149341324,REJECT
713,Data Analyst,Female,American,Bachelor,Tier 2,12.72,1.0,71.6,0.25824263788761437,REJECT
738,Data Analyst,Male,Indian,Master,Tier 1 (Top),14.73,0.816,91.7,0.7967978435029629,SHORTLIST
742,Data Analyst,Female,Other,Bachelor,Tier 1 (Top),25.13,0.837,89.4,0.8150846987292444,SHORTLIST
745,Data Analyst,Female,Indian,Master,Tier 2,15.74,0.996,58.8,0.6497426461878054,SHORTLIST
748,Data Analyst,Female,American,PhD,Tier 2,9.76,1.0,71.4,0.2488096589271394,REJECT
768,Data Analyst,Male,Indian,Master,Tier 1 (Top),7.66,0.801,86.7,0.6922428136384497,SHORTLIST
770,Data Analyst,Female,European,Bachelor,Tier 2,11.46,0.905,79.6,0.6572380442619502,SHORTLIST
780,Data Analyst,Male,Indian,Bachelor,Tier 3,12.01,0.916,74.0,0.551245991179064,SHORTLIST
786,Data Analyst,Male,European,Bachelor,Tier 3,17.91,1.0,73.4,0.3859987333712833,REJECT
787,Data Analyst,Female,Asian (other),Bachelor,Tier 3,14.21,1.0,52.3,0.13087430920576787,REJECT
795,Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),5.93,0.567,85.3,0.12173699576396604,REJECT
798,Data Analyst,Male,Other,Bachelor,Tier 1 (Top),12.82,0.75,73.1,0.22238625793332134,REJECT
799,Data Analyst,Male,American,Master,Unknown,8.14,0.781,80.1,0.27634191035710814,REJECT
815,Data Analyst,Male,Indian,Bachelor,Tier 3,6.75,0.555,81.5,0.12028379976255664,REJECT
819,Data Analyst,Female,Indian,Bachelor,Tier 3,16.34,0.661,96.1,0.19146903844825128,REJECT
854,Data Analyst,Female,Indian,Bachelor,Tier 3,7.63,0.883,67.1,0.17911387772545936,REJECT
862,Data Analyst,Male,Other,Master,Tier 3,11.98,0.756,81.5,0.25645298138051287,REJECT
864,Data Analyst,Female,Other,Bachelor,Tier 1 (Top),9.13,0.796,84.6,0.6191424157282495,SHORTLIST
868,Data Analyst,Male,European,Master,Tier 1 (Top),12.65,1.0,91.6,0.6949880311285397,SHORTLIST
878,Data Analyst,Male,Asian (other),Bachelor,Tier 2,5.4,0.669,83.9,0.10758689448289757,REJECT
889,Data Analyst,Female,American,High School,Tier 1 (Top),10.35,0.366,83.1,0.0817817215810023,REJECT
893,Data Analyst,Female,Asian (other),Master,Tier 2,12.4,0.894,98.0,0.8275521634960549,SHORTLIST
903,Data Analyst,Male,Indian,Bachelor,Tier 2,10.17,0.786,80.6,0.18180744542363855,REJECT
904,Data Analyst,Male,Indian,Bachelor,Tier 3,6.62,0.793,77.6,0.21963653124206595,REJECT
910,Data Analyst,Male,European,Master,Tier 3,13.36,0.916,77.9,0.40732874545915565,REJECT
940,Data Analyst,Female,American,High School,Tier 2,12.92,0.966,84.3,0.3657841539242886,REJECT
952,Data Analyst,Female,Indian,Master,Tier 3,8.6,0.656,86.1,0.23341387088571586,REJECT
953,Data Analyst,Female,Indian,Bachelor,Tier 3,6.58,0.696,79.0,0.11967456259694234,REJECT
954,Data Analyst,Female,American,Bachelor,Tier 3,15.8,1.0,78.2,0.4148214073339229,REJECT
963,Data Analyst,Female,European,Bachelor,Tier 2,8.08,0.622,66.4,0.08350580300317038,REJECT
979,Data Analyst,Male,African,Bachelor,Unknown,6.53,0.899,94.9,0.23140994475539042,REJECT
1011,Data Analyst,Male,Indian,High School,Tier 3,10.77,0.42,86.1,0.10144604698824487,REJECT
1029,Data Analyst,Male,Indian,High School,Tier 1 (Top),6.86,1.0,93.1,0.6000391813886099,SHORTLIST
1041,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),13.96,0.799,72.8,0.124997350186766,REJECT
1042,Data Analyst,Male,Indian,Master,Tier 2,5.8,0.516,84.9,0.12430037280610112,REJECT
1047,Data Analyst,Male,American,Master,Unknown,14.04,0.878,75.5,0.36667409184410205,REJECT
1049,Data Analyst,Female,American,High School,Tier 3,11.82,1.0,98.0,0.38596084683861137,REJECT
1056,Data Analyst,Female,American,Master,Tier 3,5.1,0.809,64.5,0.06933320618375867,REJECT
1057,Data Analyst,Male,Indian,Bachelor,Tier 3,6.04,0.619,74.7,0.017887569281092575,REJECT
1072,Data Analyst,Male,African,Bachelor,Tier 3,20.19,1.0,83.3,0.8057773385479376,SHORTLIST
1076,Data Analyst,Female,African,Master,Tier 1 (Top),7.42,0.916,97.9,0.42033533418548186,REJECT
1088,Data Analyst,Male,Indian,High School,Tier 1 (Top),10.72,1.0,98.0,0.7830423310302079,SHORTLIST
1106,Data Analyst,Male,European,Master,Tier 1 (Top),7.33,0.541,87.3,0.15921290366916774,REJECT
1128,Data Analyst,Female,Asian (other),PhD,Tier 2,7.9,0.715,75.0,0.1580380055853972,REJECT
1129,Data Analyst,Male,Indian,Bachelor,Tier 3,8.71,1.0,95.0,0.2751020501926251,REJECT
1132,Data Analyst,Male,Indian,Master,Tier 3,9.85,0.773,73.7,0.17681419456050293,REJECT
1133,Data Analyst,Female,American,Bachelor,Tier 3,14.64,1.0,94.4,0.4662782546267243,REJECT
1155,Data Analyst,Female,American,PhD,Tier 3,12.53,0.805,87.3,0.5360387588108199,SHORTLIST
1159,Data Analyst,Female,Other,High School,Tier 3,15.15,0.862,92.7,0.4839556203834809,REJECT
1164,Data Analyst,Male,Other,Bachelor,Tier 3,8.38,0.776,69.1,0.20134528000254012,REJECT
1170,Data Analyst,Female,European,Bachelor,Tier 3,8.31,0.704,71.3,0.182383014695757,REJECT
1184,Data Analyst,Female,European,Master,Tier 2,7.13,0.639,73.2,0.4658978812124963,REJECT
1194,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),6.14,0.679,82.3,0.1148855900325327,REJECT
1206,Data Analyst,Male,Asian (other),Bachelor,Tier 3,12.16,0.879,98.0,0.6456441215541612,SHORTLIST
1207,Data Analyst,Male,Asian (other),Bachelor,Tier 2,7.94,0.563,82.3,0.08917299894368073,REJECT
1209,Data Analyst,Female,Asian (other),Bachelor,Tier 2,5.04,1.0,98.0,0.72696975266601,SHORTLIST
1214,Data Analyst,Male,Other,Bachelor,Tier 2,13.04,0.681,86.2,0.7093115499578636,SHORTLIST
1223,Data Analyst,Female,European,Master,Tier 3,5.11,0.379,98.0,0.12071325171260316,REJECT
1258,Data Analyst,Female,European,Bachelor,Tier 3,8.42,0.79,73.9,0.5150339204399534,SHORTLIST
1259,Data Analyst,Female,European,Bachelor,Tier 2,12.09,1.0,61.4,0.2527683020541789,REJECT
1263,Data Analyst,Male,European,Master,Tier 3,8.87,0.624,58.5,0.11479043473591435,REJECT
1265,Data Analyst,Female,Indian,Master,Tier 2,10.9,1.0,73.9,0.35994753273219493,REJECT
1272,Data Analyst,Male,African,Bachelor,Tier 3,8.39,0.785,69.0,0.13261142604272133,REJECT
1279,Data Analyst,Male,Indian,Master,Tier 2,18.04,0.383,98.0,0.20782159415217855,REJECT
1280,Data Analyst,Female,African,Bachelor,Tier 1 (Top),6.32,0.801,78.4,0.1351049078486666,REJECT
1283,Data Analyst,Female,Asian (other),Bachelor,Tier 3,10.02,0.724,69.1,0.15189179444704407,REJECT
1301,Data Analyst,Male,American,Bachelor,Unknown,13.95,0.895,83.1,0.3225110646428041,REJECT
1302,Data Analyst,Male,European,High School,Tier 2,6.19,0.387,73.8,0.027486964242272503,REJECT
1308,Data Analyst,Female,Asian (other),Bachelor,Tier 3,7.47,0.482,72.0,0.033786337951493745,REJECT
1322,Data Analyst,Male,Other,Master,Tier 2,15.15,1.0,81.1,0.7408398981750508,SHORTLIST
1326,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),5.14,0.881,76.9,0.22374335855547833,REJECT
1329,Data Analyst,Female,African,Bachelor,Tier 2,6.87,0.485,79.8,0.07468078555850671,REJECT
1335,Data Analyst,Male,European,Bachelor,Tier 1 (Top),8.39,0.838,73.3,0.6680744038818218,SHORTLIST
1349,Data Analyst,Male,African,PhD,Tier 2,5.38,1.0,86.9,0.6180933970089607,SHORTLIST
1358,Data Analyst,Male,European,Bachelor,Tier 2,6.97,1.0,98.0,0.7754764575931051,SHORTLIST
1381,Data Analyst,Female,Other,Bachelor,Tier 2,9.88,0.534,75.8,0.06922855107632914,REJECT
1387,Data Analyst,Male,Indian,Master,Tier 3,28.34,1.0,98.0,0.6308538132378557,SHORTLIST
1401,Data Analyst,Male,Other,Master,Tier 2,16.06,0.953,81.6,0.7378458873773696,SHORTLIST
1414,Data Analyst,Male,European,PhD,Tier 3,8.28,1.0,87.1,0.3429590911916873,REJECT
1423,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),15.35,0.921,90.9,0.8102042055404673,SHORTLIST
1429,Data Analyst,Male,American,Master,Tier 3,13.6,1.0,87.3,0.7610743527515931,SHORTLIST
1434,Data Analyst,Female,American,High School,Tier 3,12.83,0.54,81.0,0.16301740747605367,REJECT
1435,Data Analyst,Male,Indian,Bachelor,Tier 3,8.04,0.531,75.1,0.03292204167292625,REJECT
1445,Data Analyst,Female,African,Bachelor,Tier 2,12.86,0.446,77.7,0.48218556740360513,REJECT
1455,Data Analyst,Female,Indian,Bachelor,Tier 3,7.92,1.0,73.0,0.22043872207123827,REJECT
1478,Data Analyst,Male,Indian,Bachelor,Tier 3,7.44,0.881,96.8,0.28338441849376267,REJECT
1488,Data Analyst,Male,Indian,High School,Tier 2,5.19,0.843,91.9,0.1794785330270616,REJECT
1490,Data Analyst,Male,Asian (other),Bachelor,Tier 2,12.85,0.855,67.0,0.1511685068020058,REJECT
1497,Data Analyst,Male,American,Bachelor,Tier 3,16.86,0.827,92.2,0.3269809387101019,REJECT
1523,Data Analyst,Male,American,Master,Tier 1 (Top),7.17,0.386,88.9,0.17320744366254368,REJECT
1526,Data Analyst,Female,Other,High School,Unknown,12.88,0.905,75.5,0.30712708634667935,REJECT
1537,Data Analyst,Female,Indian,Bachelor,Tier 2,13.74,0.639,88.7,0.3906926009689572,REJECT
1546,Data Analyst,Non-binary/Other,Asian (other),Master,Tier 3,7.45,0.343,74.5,0.1295066538891237,REJECT
1549,Data Analyst,Male,European,Bachelor,Tier 1 (Top),23.2,0.89,80.4,0.7886661177863723,SHORTLIST
1552,Data Analyst,Female,European,Bachelor,Tier 2,6.96,0.831,65.3,0.1569092921153682,REJECT
1557,Data Analyst,Male,Indian,Bachelor,Tier 3,11.81,1.0,91.5,0.507996577342419,SHORTLIST
1576,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),7.07,0.668,76.4,0.14444175635746406,REJECT
1579,Data Analyst,Non-binary/Other,American,Bachelor,Tier 3,26.01,1.0,87.6,0.6972234204522343,SHORTLIST
1583,Data Analyst,Female,Other,Bachelor,Tier 3,12.98,0.788,65.7,0.09339513899314225,REJECT
1584,Data Analyst,Male,European,Bachelor,Tier 3,12.73,0.497,88.8,0.14981360003709476,REJECT
1588,Data Analyst,Female,African,High School,Tier 1 (Top),16.34,0.809,98.0,0.7156977605540956,SHORTLIST
1592,Data Analyst,Female,European,Bachelor,Tier 2,5.55,1.0,78.9,0.554059072431829,SHORTLIST
1597,Data Analyst,Male,Indian,Bachelor,Tier 2,6.71,0.568,71.2,0.05482034515547257,REJECT
1600,Data Analyst,Male,American,Master,Tier 2,14.82,1.0,85.1,0.8497959290482413,SHORTLIST
1601,Data Analyst,Non-binary/Other,Indian,High School,Tier 1 (Top),8.18,0.674,86.2,0.13742206466738074,REJECT
1616,Data Analyst,Female,Indian,Bachelor,Tier 3,11.58,0.816,89.3,0.2814617168578343,REJECT
1647,Data Analyst,Male,Asian (other),Bachelor,Tier 2,12.51,1.0,98.0,0.8009111159603002,SHORTLIST
1648,Data Analyst,Female,Indian,High School,Tier 2,6.35,0.703,87.8,0.1431081682148088,REJECT
1666,Data Analyst,Female,Asian (other),PhD,Tier 1 (Top),9.86,1.0,88.9,0.6664497847386122,SHORTLIST
1675,Data Analyst,Male,Asian (other),Bachelor,Tier 3,9.58,0.455,91.6,0.5492378534581386,SHORTLIST
1678,Data Analyst,Female,Asian (other),Master,Tier 3,22.01,0.886,98.0,0.8551607530540393,SHORTLIST
1688,Data Analyst,Female,Indian,Master,Tier 2,13.54,0.94,81.1,0.5445276116278539,SHORTLIST
1704,Data Analyst,Female,Other,Bachelor,Tier 2,5.01,1.0,87.1,0.5040357273015517,SHORTLIST
1705,Data Analyst,Female,Indian,Master,Tier 2,16.31,0.961,83.8,0.6588359030378457,SHORTLIST
1720,Data Analyst,Female,Other,Master,Tier 1 (Top),6.02,1.0,64.0,0.30972293905245996,REJECT
1725,Data Analyst,Male,American,Bachelor,Tier 1 (Top),5.06,0.911,82.9,0.5739291580049651,SHORTLIST
1770,Data Analyst,Male,Indian,Bachelor,Tier 3,14.92,0.717,85.1,0.6770133691687593,SHORTLIST
1775,Data Analyst,Male,African,Master,Tier 2,8.23,1.0,81.7,0.37230816469717587,REJECT
1778,Data Analyst,Male,Indian,Bachelor,Tier 2,19.5,1.0,98.0,0.8845888244135964,SHORTLIST
1782,Data Analyst,Male,Indian,High School,Tier 2,7.49,1.0,71.0,0.19641724139482325,REJECT
1785,Data Analyst,Male,Other,Bachelor,Tier 2,11.49,0.587,69.3,0.0302754549302368,REJECT
1789,Data Analyst,Male,Other,Master,Tier 2,5.91,0.728,81.7,0.22731905070721597,REJECT
1793,Data Analyst,Male,Indian,Master,Tier 2,9.13,0.562,60.7,0.11004804945343771,REJECT
1794,Data Analyst,Male,American,Bachelor,Tier 3,9.45,0.521,74.9,0.10404767918823767,REJECT
1796,Data Analyst,Female,Indian,Master,Tier 3,8.55,0.496,73.8,0.13244677505961752,REJECT
1801,Data Analyst,Male,Indian,Bachelor,Tier 3,13.82,1.0,69.6,0.6727318092034306,SHORTLIST
1805,Data Analyst,Male,Asian (other),High School,Tier 2,5.78,0.638,53.2,0.05784517811251746,REJECT
1808,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),15.38,1.0,72.0,0.2559311919079206,REJECT
1810,Data Analyst,Female,American,Bachelor,Tier 2,20.33,0.715,82.1,0.2761673869753458,REJECT
1830,Data Analyst,Male,American,Bachelor,Tier 3,10.21,0.605,82.0,0.12113169689961273,REJECT
1831,Data Analyst,Male,Indian,Bachelor,Tier 2,9.59,0.687,86.5,0.19248949594685588,REJECT
1832,Data Analyst,Female,Asian (other),Bachelor,Tier 3,6.11,0.721,90.3,0.15402765253483408,REJECT
1845,Data Analyst,Male,European,Bachelor,Unknown,12.68,1.0,96.1,0.6836288933757595,SHORTLIST
1847,Data Analyst,Male,American,Master,Tier 3,10.14,1.0,97.0,0.7867333542316811,SHORTLIST
1865,Data Analyst,Male,American,Bachelor,Tier 3,10.06,0.642,94.3,0.2951315180050796,REJECT
1872,Data Analyst,Male,European,Master,Tier 3,15.92,0.854,90.8,0.6165806016599382,SHORTLIST
1875,Data Analyst,Female,American,Master,Tier 2,8.31,0.816,57.5,0.5553301661478506,SHORTLIST
1885,Data Analyst,Female,American,Bachelor,Tier 2,15.04,0.888,80.6,0.45846502519398785,REJECT
1886,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),8.35,1.0,89.9,0.7961507018486106,SHORTLIST
1888,Data Analyst,Male,Indian,Master,Tier 2,8.55,1.0,87.7,0.5554086926585355,SHORTLIST
1894,Data Analyst,Female,Other,Bachelor,Tier 2,6.37,0.68,77.6,0.07305419500131614,REJECT
1900,Data Analyst,Male,European,Bachelor,Tier 3,7.96,0.77,87.7,0.1858838421082867,REJECT
1901,Data Analyst,Female,American,PhD,Tier 2,9.26,0.786,88.7,0.5941720963090832,SHORTLIST
1910,Data Analyst,Male,Other,Bachelor,Tier 2,6.52,0.769,83.8,0.19837334508437568,REJECT
1912,Data Analyst,Female,American,High School,Tier 3,13.49,0.803,82.4,0.17993045576269318,REJECT
1913,Data Analyst,Male,European,Master,Tier 3,10.27,0.872,77.6,0.23102933706087395,REJECT
1918,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),10.26,0.493,59.8,0.047355907269272794,REJECT
1933,Data Analyst,Male,Indian,Master,Tier 2,12.15,0.582,92.3,0.21250098236428236,REJECT
1937,Data Analyst,Male,Indian,Master,Tier 2,17.24,1.0,90.9,0.7348814673141655,SHORTLIST
1952,Data Analyst,Female,Indian,Bachelor,Tier 2,14.3,1.0,79.6,0.463766799515547,REJECT
1956,Data Analyst,Male,Indian,Bachelor,Tier 2,19.99,0.649,77.7,0.262641625101994,REJECT
1957,Data Analyst,Male,Indian,Master,Tier 2,8.42,0.851,80.2,0.6523263862414823,SHORTLIST
1958,Data Analyst,Female,Other,Bachelor,Tier 2,9.28,0.51,56.9,0.18408557098578618,REJECT
1960,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),9.62,0.882,69.4,0.23085019036669027,REJECT
1962,Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),16.59,0.892,65.6,0.25238533991889134,REJECT
1973,Data Analyst,Female,European,Master,Tier 1 (Top),5.87,0.999,98.0,0.4540802350042199,REJECT
1975,Data Analyst,Male,Indian,High School,Tier 3,12.69,0.987,70.7,0.2442462052621977,REJECT
1987,Data Analyst,Male,Indian,Bachelor,Tier 3,16.53,0.946,98.0,0.7012305234817731,SHORTLIST
1988,Data Analyst,Male,European,Bachelor,Tier 2,12.56,0.676,89.7,0.20044808724675253,REJECT
2010,Data Analyst,Male,Indian,Bachelor,Unknown,10.62,0.95,66.4,0.12839879709648294,REJECT
2015,Data Analyst,Female,Indian,Master,Tier 3,10.15,1.0,78.4,0.535578935035195,SHORTLIST
2056,Data Analyst,Female,Indian,Bachelor,Tier 2,9.97,0.811,86.6,0.28424421894427704,REJECT
2058,Data Analyst,Male,Indian,Bachelor,Tier 2,6.67,0.399,97.9,0.21936762140507354,REJECT
2078,Data Analyst,Male,Asian (other),Bachelor,Unknown,14.13,1.0,91.5,0.4756260540686727,REJECT
2094,Data Analyst,Female,Indian,PhD,Tier 3,15.48,1.0,98.0,0.8393911833190424,SHORTLIST
2105,Data Analyst,Female,American,Master,Tier 1 (Top),10.08,1.0,72.3,0.28902306370290964,REJECT
2124,Data Analyst,Female,Indian,Master,Tier 3,7.89,0.736,74.9,0.09460888151692215,REJECT
2128,Data Analyst,Male,American,Bachelor,Tier 1 (Top),6.32,0.792,74.2,0.17636634214586208,REJECT
2133,Data Analyst,Female,African,Bachelor,Tier 2,11.89,0.872,76.7,0.2240847257815329,REJECT
2164,Data Analyst,Female,Indian,Master,Unknown,29.02,1.0,79.4,0.6641041029937554,SHORTLIST
2165,Data Analyst,Male,American,Master,Tier 3,15.31,1.0,68.6,0.3683533178632093,REJECT
2168,Data Analyst,Female,Other,Bachelor,Tier 3,12.01,0.411,51.3,0.17091543445943347,REJECT
2184,Data Analyst,Male,American,Master,Tier 3,21.86,0.808,82.8,0.3865412234901316,REJECT
2196,Data Analyst,Female,Indian,Bachelor,Tier 2,17.46,0.723,70.3,0.16064801417704697,REJECT
2202,Data Analyst,Female,Other,Bachelor,Tier 3,8.05,1.0,81.3,0.3521349908792403,REJECT
2206,Data Analyst,Female,American,Master,Tier 2,18.83,0.828,77.0,0.6718626989300576,SHORTLIST
